fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
6,0.28,0.25,1.8,0.042,8,5
6.4,0.29,0.3,2.9,0.036,25,7
7.4,0.35,0.24,6,0.042,28,5
8.1,0.12,0.38,0.9,0.034,36,6
6.4,0.12,0.3,1.1,0.031,37,6
7.2,0.2,0.22,1.6,0.044,17,5
7.3,0.4,0.26,5.45,0.016,26,7
7.7,0.11,0.34,14.05,0.04,41,7
6.9,0.23,0.41,8,0.03,30,6
6.9,0.38,0.38,13.1,0.112,14,5
7.5,0.38,0.29,4.9,0.021,38,7
5.8,0.19,0.24,1.3,0.044,38,5
5.5,0.34,0.26,2.2,0.021,31,8
6.6,0.23,0.3,14.9,0.051,33,6
6.6,0.23,0.3,14.9,0.051,33,6
8.4,0.31,0.31,0.95,0.021,52,5
6.7,0.2,0.3,1.4,0.025,17,6
8.4,0.31,0.31,0.95,0.021,52,5
7.3,0.26,0.24,1.7,0.05,10,5
6.3,0.22,0.22,5.6,0.039,31,6
6.6,0.23,0.3,14.9,0.051,33,6
7.5,0.19,0.4,7.1,0.056,50,6
8,0.14,0.33,1.2,0.045,71,6
6.8,0.32,0.39,9.6,0.026,34,6
6.6,0.23,0.2,11.4,0.044,45,6
6.6,0.23,0.2,11.4,0.044,45,6
6.7,0.36,0.26,7.9,0.034,39,7
6.1,0.38,0.42,5,0.016,31,7
8.5,0.23,0.28,11.1,0.033,30,7
7,0.2,0.31,8,0.05,29,6
6,0.26,0.32,3.8,0.029,48,6
6.9,0.3,0.3,10.55,0.037,4,6
6.7,0.18,0.28,10.2,0.039,29,7
6.7,0.18,0.28,10.2,0.039,29,7
6.8,0.18,0.28,9.8,0.039,29,7
7.2,0.19,0.31,6.3,0.034,17,7
6.2,0.16,0.32,1.1,0.036,74,6
5,0.27,0.32,4.5,0.032,58,7
6.3,0.37,0.28,6.3,0.034,45,7
6.6,0.2,0.27,10.9,0.038,29,7
6.8,0.18,0.28,9.8,0.039,29,7
6.8,0.18,0.28,9.8,0.039,29,7
6.6,0.28,0.34,0.8,0.037,42,6
6.5,0.35,0.36,0.8,0.034,32,8
6.9,0.25,0.33,1.2,0.035,35,6
6,0.32,0.3,1.3,0.025,18,7
6.8,0.18,0.28,9.8,0.039,29,7
6.7,0.18,0.28,10.2,0.039,29,7
6.6,0.2,0.27,10.9,0.038,29,7
6.3,0.37,0.28,6.3,0.034,45,7
7.2,0.19,0.31,6.3,0.034,17,7
6.3,0.18,0.36,1.2,0.034,26,6
6.9,0.3,0.36,0.9,0.037,40,6
6.2,0.16,0.32,1.1,0.036,74,6
5,0.27,0.32,4.5,0.032,58,7
5,0.3,0.33,3.7,0.03,54,7
6.5,0.2,0.5,18.1,0.054,50,6
6.7,0.25,0.31,1.35,0.061,30.5,5
6.6,0.22,0.36,5.5,0.029,30,6
6.8,0.25,0.37,3.1,0.026,29,6
7,0.13,0.37,12.85,0.042,36,6
7,0.45,0.34,19.8,0.04,12,6
7.2,0.32,0.3,8.25,0.02,14,6
7,0.13,0.37,12.85,0.042,36,6
5.9,0.34,0.3,3.8,0.035,57,6
6.8,0.22,0.31,6.9,0.037,33,8
7.2,0.32,0.3,8.25,0.02,14,6
8.4,0.32,0.35,11.7,0.029,3,6
6.8,0.27,0.29,4.6,0.046,6,4
8,0.74,0.21,4,0.05,24,5
7,0.45,0.34,19.8,0.04,12,6
7,0.13,0.37,12.85,0.042,36,6
5.4,0.22,0.29,1.2,0.045,69,7
8.4,0.22,0.3,8.9,0.024,17,6
7.4,0.32,0.22,11.7,0.035,44,5
7.5,0.18,0.37,6.2,0.05,21,6
7.1,0.47,0.29,14.8,0.024,22,8
7.1,0.47,0.29,14.8,0.024,22,8
5.8,0.19,0.25,10.8,0.042,33,6
6.7,0.14,0.46,1.6,0.036,15,5
6.8,0.24,0.38,8.3,0.045,50,6
6.9,0.25,0.47,8.4,0.042,36,6
6,0.24,0.33,2.5,0.026,31,7
6.8,0.29,0.34,3.5,0.054,26,5
6.3,0.33,0.42,17.2,0.037,57,6
6.5,0.23,0.45,2.1,0.027,43,6
6.3,0.27,0.29,12.2,0.044,59,6
6.3,0.2,0.37,11.8,0.045,58,5
6.2,0.33,0.41,16.8,0.037,58,6
6.3,0.33,0.42,17.2,0.037,57,6
7.2,0.21,1,1.1,0.154,46,6
6,0.27,0.3,14.7,0.044,15,6
5.7,0.12,0.26,5.5,0.034,21,6
6.9,0.24,0.37,6.1,0.027,38,6
7.7,0.18,0.53,1.2,0.041,42,5
7.1,0.17,0.43,1.3,0.023,33,6
7.5,0.33,0.38,8.7,0.126,49,5
6.2,0.255,0.24,1.7,0.039,138.5,4
7.5,0.33,0.38,8.7,0.126,49,5
5.6,0.2,0.66,10.2,0.043,78,7
7.6,0.17,0.36,4.5,0.042,26,5
5.8,0.15,0.31,5.9,0.036,7,6
6.3,0.25,0.44,1.7,0.024,36,6
6.9,0.28,0.41,1.4,0.016,6,5
7.2,0.27,0.37,5.4,0.026,27,5
6.2,0.25,0.38,7.9,0.045,54,5
8.5,0.19,0.48,1.1,0.026,23,6
6.2,0.25,0.54,7,0.046,58,5
6.2,0.25,0.54,7,0.046,58,5
6.8,0.28,0.43,7.6,0.03,30,8
6.2,0.25,0.54,7,0.046,58,5
7.4,0.21,0.8,12.3,0.038,77,5
7,0.15,0.38,15.3,0.045,54,6
7.4,0.21,0.8,12.3,0.038,77,5
7.3,0.28,0.42,1.2,0.033,29,4
6.1,0.18,0.38,2.3,0.033,28,6
7,0.53,0.43,6.1,0.029,6,8
6.8,0.28,0.43,7.6,0.03,30,8
6.5,0.36,0.38,10.2,0.028,20,7
7.5,0.25,0.47,4.1,0.041,95,6
6.7,0.24,0.41,2.9,0.039,48,5
6.6,0.25,0.33,8.5,0.042,29,5
6.4,0.15,0.4,1.5,0.042,23,7
6.3,0.28,0.3,3.1,0.039,24,5
6.2,0.25,0.38,7.9,0.045,54,5
7.1,0.28,0.35,3.5,0.028,35,5
6.6,0.35,0.34,4.9,0.032,9,5
8.5,0.19,0.48,1.1,0.026,23,6
6.2,0.25,0.54,7,0.046,58,5
6,0.35,0.51,1.2,0.029,10,6
5.8,0.31,0.32,4.5,0.024,28,7
6.6,0.17,0.35,2.6,0.03,33,6
8.5,0.23,0.4,9.9,0.036,24,6
5.8,0.31,0.32,4.5,0.024,28,7
6.1,0.2,0.34,9.5,0.041,38,3
6.3,0.37,0.37,1.5,0.024,12,6
6.2,0.36,0.38,3.2,0.031,20,7
6.6,0.17,0.35,2.6,0.03,33,6
6.3,0.28,0.47,11.2,0.04,61,6
7.6,0.27,0.52,3.2,0.043,28,6
7,0.25,0.45,2.3,0.045,40,7
9.7,0.24,0.49,4.9,0.032,3,6
9.7,0.24,0.49,4.9,0.032,3,6
6.8,0.13,0.39,1.4,0.034,19,7
6.6,0.78,0.5,1.5,0.045,30,5
5.1,0.33,0.27,6.7,0.022,44,7
6.7,0.34,0.4,2.1,0.033,34,7
6.7,0.14,0.51,4.3,0.028,57,7
7,0.26,0.34,10.9,0.038,25,6
6.5,0.29,0.26,7,0.04,18,6
7,0.25,0.45,2.3,0.045,40,7
7.6,0.21,0.49,2.5,0.047,20,5
7.7,0.26,0.51,2.6,0.045,26,6
7.6,0.27,0.52,3.2,0.043,28,6
7.7,0.25,0.49,2.5,0.047,31,6
7.6,0.35,0.46,14.7,0.047,33,5
6.9,0.3,0.36,4.5,0.054,31,4
6.7,0.24,0.46,2.2,0.033,19,6
6.5,0.23,0.39,1.9,0.036,41,7
7.6,0.23,0.34,1.6,0.043,24,5
6.5,0.24,0.39,17.3,0.052,22,6
6.3,0.17,0.32,4.2,0.04,37,6
6.3,0.17,0.32,4.2,0.04,37,6
6.7,0.21,0.37,2.5,0.034,35,7
6.5,0.23,0.39,1.9,0.036,41,7
5.9,0.28,0.39,1.4,0.031,47,7
5.9,0.19,0.37,0.8,0.027,3,5
6.2,0.25,0.42,8,0.049,53,6
7.6,0.23,0.34,1.6,0.043,24,5
5.6,0.18,0.27,1.7,0.03,31,6
5.5,0.18,0.22,5.5,0.037,10,5
6.5,0.24,0.39,17.3,0.052,22,6
7.4,0.23,0.38,8.6,0.052,41,5
7.2,0.17,0.37,6.9,0.059,47,7
7.6,0.3,0.38,2.1,0.043,10,5
5,0.24,0.21,2.2,0.039,31,6
6.1,0.21,0.38,1.5,0.039,37,6
6.5,0.33,0.38,2.5,0.047,30,6
6.3,0.35,0.26,17.6,0.061,59,5
6.3,0.17,0.32,4.2,0.04,37,6
6.6,0.25,0.35,2.9,0.034,38,6
6.5,0.16,0.33,4.8,0.043,45,6
6.6,0.39,0.39,11.9,0.057,51,6
5.6,0.19,0.27,0.9,0.04,52,5
6.2,0.25,0.39,1.3,0.051,42,6
6.9,0.22,0.43,6.4,0.042,34,6
6.2,0.19,0.29,4.3,0.045,33,6
6.6,0.39,0.39,11.9,0.057,51,6
5.9,0.33,0.32,8.1,0.038,9,7
7.8,0.17,0.5,1.3,0.045,35,6
5.5,0.19,0.27,0.9,0.04,52,5
6.2,0.23,0.36,17.2,0.039,37,6
6.2,0.23,0.36,17.2,0.039,37,6
6.2,0.23,0.36,17.2,0.039,37,6
7.2,0.32,0.4,8.7,0.038,45,6
6.2,0.23,0.36,17.2,0.039,37,6
7.2,0.32,0.4,8.7,0.038,45,6
5.8,0.39,0.47,7.5,0.027,12,6
6.2,0.23,0.36,17.2,0.039,37,6
7.6,0.25,1.23,4.6,0.035,51,6
5.8,0.29,0.33,3.7,0.029,30,6
7.2,0.4,0.38,2.2,0.03,40,6
6.8,0.39,0.34,7.4,0.02,38,7
6.1,0.17,0.42,15.1,0.033,28,5
6.8,0.39,0.34,7.4,0.02,38,7
7.1,0.36,0.37,4.8,0.019,39,7
6.9,0.19,0.32,7.9,0.042,30,6
6.5,0.34,0.46,1,0.023,6,6
6.1,0.17,0.42,15.1,0.033,28,5
6.8,0.39,0.34,7.4,0.02,38,7
7.1,0.36,0.37,4.8,0.019,39,7
7.8,0.3,0.36,4.6,0.024,20,6
6.1,0.68,0.52,1.4,0.037,32,6
5.2,0.34,0.37,6.2,0.031,42,6
5.6,0.28,0.4,6.1,0.034,36,7
6.2,0.19,0.38,5.1,0.019,22,6
5.7,0.16,0.26,6.3,0.043,28,6
7.6,0.17,0.46,0.9,0.036,63,6
7.3,0.2,0.39,2.3,0.048,24,6
6.7,0.33,0.36,6.6,0.042,34,8
6.7,0.33,0.34,7.5,0.036,39,8
6.9,0.36,0.35,8.6,0.038,37,8
7.8,0.21,0.34,11.9,0.039,55,6
7.3,0.2,0.39,2.3,0.048,24,6
5.6,0.41,0.22,7.1,0.05,44,5
7.6,0.15,0.35,4.3,0.051,23,6
8.5,0.2,0.4,1.1,0.046,31,4
6.5,0.24,0.38,1,0.027,31,6
8.3,0.16,0.37,7.9,0.025,38,6
5.5,0.12,0.33,1,0.038,23,5
6.5,0.24,0.38,1,0.027,31,6
6.2,0.1,0.41,1,0.04,17,7
6.5,0.21,0.4,7.3,0.041,49,6
8.7,0.3,0.59,1.7,0.046,10,4
6.7,0.18,0.37,1.3,0.027,42,7
7,0.17,0.36,6.4,0.055,42,8
6.6,0.19,0.33,1.8,0.035,42,5
5.8,0.28,0.3,1.5,0.026,31,7
7.6,0.24,0.44,3.8,0.037,49,6
8.3,0.16,0.37,7.9,0.025,38,6
5.5,0.12,0.33,1,0.038,23,5
5.7,0.16,0.32,1.2,0.036,7,5
7,0.21,0.42,5.3,0.037,36,6
6.4,0.22,0.38,9.1,0.044,35,7
7.9,0.34,0.44,6.5,0.027,47,6
6.4,0.22,0.38,9.1,0.044,35,7
6.8,0.21,0.4,6.3,0.032,40,7
5.2,0.31,0.36,5.1,0.031,46,7
7.9,0.34,0.44,6.5,0.027,47,6
5.6,0.42,0.34,2.4,0.022,34,7
6.4,0.22,0.38,9.1,0.044,35,7
6.8,0.28,0.34,7.5,0.035,34,5
6.8,0.45,0.36,5,0.033,28,7
6.6,0.29,0.39,6.75,0.031,22,7
6.8,0.21,0.42,1.2,0.045,24,6
6.8,0.25,0.24,1.6,0.045,39,5
6.4,0.21,0.34,16.05,0.04,56,5
5.8,0.33,0.23,5,0.053,29,5
8.2,0.3,0.44,12.4,0.043,52,6
6.4,0.24,0.32,0.95,0.041,23,5
7.5,0.18,0.45,4.6,0.041,67,6
5.2,0.335,0.2,1.7,0.033,17,6
7.1,0.14,0.33,1,0.104,20,6
7.2,0.13,0.46,1.3,0.044,48,5
5.8,0.33,0.23,5,0.053,29,5
6.5,0.29,0.25,2.5,0.142,8,4
6.2,0.35,0.31,2.6,0.036,37,7
9,0.38,0.53,2.1,0.102,19,5
6.6,0.24,0.38,12.75,0.034,8,6
6.6,0.16,0.34,1.1,0.037,41,6
8.2,0.3,0.44,12.4,0.043,52,6
5.7,0.15,0.28,3.7,0.045,57,6
6.6,0.33,0.4,2.65,0.041,35,7
5.7,0.2,0.3,2.5,0.046,38,6
6.8,0.27,0.37,8.2,0.055,52,6
6.8,0.27,0.42,7.3,0.054,58,6
6.2,0.2,0.26,1.1,0.047,42,7
6.7,0.13,0.57,6.6,0.056,60,6
6.8,0.21,0.37,7,0.038,27,6
6.7,0.31,0.32,14.5,0.038,6,5
6.2,0.2,0.29,11.8,0.035,21,6
6.6,0.25,0.34,3,0.054,22,6
5.7,0.15,0.28,3.7,0.045,57,6
6.9,0.22,0.39,6,0.035,44,6
6.4,0.23,0.35,4.6,0.039,43,7
7.6,0.27,0.29,2.5,0.059,37,5
6.6,0.34,0.24,3.3,0.034,29,7
6.4,0.16,0.42,1,0.036,29,6
5.8,0.3,0.42,1.1,0.036,19,7
7,0.29,0.35,1.4,0.036,42,6
6.6,0.34,0.24,3.3,0.034,29,7
6.7,0.21,0.36,8.55,0.02,20,7
7.6,0.27,0.29,2.5,0.059,37,5
6.8,0.22,0.41,6.7,0.034,39,6
7.7,0.27,0.49,3.8,0.037,46,6
6.4,0.25,0.37,4.5,0.039,41,7
6.4,0.23,0.35,4.6,0.039,43,7
6.7,0.13,0.45,4.2,0.043,52,6
6.7,0.24,0.37,11.3,0.043,64,6
7.1,0.26,0.37,5.5,0.025,31,8
5.3,0.3,0.16,4.2,0.029,37,8
7.1,0.38,0.4,2.2,0.042,54,5
7.4,0.19,0.31,14.5,0.045,39,6
7.4,0.19,0.31,14.5,0.045,39,6
7.4,0.19,0.31,14.5,0.045,39,6
7.4,0.19,0.31,14.5,0.045,39,6
7.4,0.19,0.31,14.5,0.045,39,6
7.4,0.19,0.31,14.5,0.045,39,6
6.3,0.32,0.32,1.5,0.03,24,5
7.6,0.19,0.32,18.75,0.047,32,7
6.5,0.26,0.31,3.6,0.03,36,8
5.9,0.24,0.12,1.4,0.035,60,6
4.2,0.215,0.23,5.1,0.041,64,3
8.1,0.24,0.32,10.5,0.03,34,6
5.8,0.23,0.2,2,0.043,39,6
7.5,0.33,0.36,2.6,0.051,26,6
6.6,0.38,0.36,9.2,0.061,42,5
6.4,0.15,0.29,1.8,0.044,21,5
6.5,0.32,0.34,5.7,0.044,27,7
7.5,0.22,0.32,2.4,0.045,29,7
6.4,0.23,0.32,1.9,0.038,40,7
6.1,0.22,0.31,1.4,0.039,40,5
6.5,0.48,0.02,0.9,0.043,32,4
6.6,0.23,0.3,4.6,0.06,29,8
6.4,0.16,0.25,1.4,0.057,21,7
6.6,0.38,0.36,9.2,0.061,42,5
7.4,0.16,0.32,1.4,0.065,23,6
6.4,0.15,0.29,1.8,0.044,21,5
6.5,0.32,0.3,2.3,0.051,20,6
6.7,0.12,0.36,2.3,0.039,43,7
6.6,0.2,0.14,4.4,0.184,35,6
8,0.34,0.25,6.4,0.035,38,6
6.8,0.21,0.31,2.9,0.046,40,7
6.8,0.23,0.31,2.8,0.047,40,7
6.8,0.21,0.31,2.9,0.046,40,7
6.6,0.2,0.14,4.4,0.184,35,6
6.6,0.28,0.42,8.2,0.044,60,5
7.8,0.25,0.37,1,0.043,10,5
5.6,0.12,0.33,2.9,0.044,21,8
6.6,0.28,0.41,7,0.046,59,5
6.8,0.17,0.35,1.8,0.04,29,7
7.3,0.25,0.28,1.5,0.043,19,6
6.6,0.28,0.41,7,0.046,59,5
6.6,0.28,0.42,8.2,0.044,60,5
6.5,0.25,0.5,7.6,0.047,54,5
6.3,0.24,0.35,2.3,0.039,43,6
6.8,0.32,0.32,8.7,0.029,31,7
7.8,0.25,0.37,1,0.043,10,5
5.6,0.12,0.33,2.9,0.044,21,8
6.6,0.24,0.28,6.7,0.032,26,6
6.3,0.22,0.34,5,0.032,36,7
6,0.32,0.3,1.9,0.033,41,7
6.3,0.19,0.29,2,0.022,33,7
6,0.32,0.3,1.9,0.033,41,7
9.4,0.24,0.29,8.5,0.037,124,3
6.4,0.35,0.28,12.6,0.039,19,6
6.7,0.46,0.27,5.2,0.039,35,7
6.3,0.3,0.29,2.1,0.048,33,7
6,0.19,0.29,1.1,0.047,67,7
5.9,0.24,0.28,1.3,0.032,36,7
7.3,0.145,0.33,1.1,0.042,14,7
6.6,0.435,0.38,9.2,0.058,66,6
5.8,0.18,0.37,1.2,0.036,19,7
5.8,0.18,0.37,1.1,0.036,31,6
5.6,0.32,0.32,8.3,0.043,32,6
6.6,0.16,0.35,1.8,0.042,26,7
5.1,0.21,0.28,1.4,0.047,48,5
7.5,0.29,0.36,15.7,0.05,29,5
6,0.26,0.33,4.35,0.04,15,6
5.7,0.26,0.3,1.8,0.039,30,7
7.1,0.17,0.31,1.6,0.037,15,6
6.9,0.17,0.3,2,0.047,13,6
6.8,0.25,0.28,5,0.035,42,7
6.6,0.17,0.28,1.8,0.042,62,5
5.8,0.17,0.36,1.3,0.036,11,7
6.4,0.24,0.29,1,0.038,18,5
6.7,0.21,0.34,1.4,0.049,36,6
6.7,0.23,0.33,8.1,0.048,45,6
6.8,0.23,0.32,8.6,0.046,47,6
6.5,0.22,0.28,3.7,0.059,29,7
5.1,0.165,0.22,5.7,0.047,42,6
6.6,0.425,0.25,2.35,0.034,23,6
6.9,0.38,0.29,13.65,0.048,52,6
6.9,0.38,0.29,13.65,0.048,52,6
6.9,0.38,0.29,13.65,0.048,52,6
7.2,0.27,0.28,15.2,0.046,6,6
7.6,0.17,0.27,4.6,0.05,23,6
6.2,0.3,0.31,1.2,0.048,19,6
7.6,0.17,0.27,4.6,0.05,23,6
6.5,0.26,0.32,6.65,0.059,34,5
6.9,0.36,0.28,13.55,0.048,51,7
6.9,0.38,0.29,13.65,0.048,52,6
6.8,0.18,0.24,9.8,0.058,64,6
6.7,0.18,0.24,10.3,0.057,64,6
6.6,0.16,0.21,6.7,0.055,43,6
7.2,0.27,0.28,15.2,0.046,6,6
6.4,0.17,0.27,9.9,0.047,26,6
7.2,0.22,0.28,7.2,0.06,41,6
6,0.22,0.28,1.1,0.034,47,6
6.7,0.36,0.28,8.3,0.034,29,6
6.5,0.43,0.28,11.25,0.032,31,6
5.9,0.2,0.28,12.8,0.038,29,7
5.3,0.32,0.23,9.65,0.026,26,6
6.8,0.2,0.28,12.6,0.048,54,6
6,0.22,0.33,12.2,0.033,25,7
6.7,0.36,0.28,8.3,0.034,29,6
6.5,0.43,0.28,11.25,0.032,31,6
7.1,0.18,0.49,1.3,0.033,12,7
6.4,0.17,0.27,9.9,0.047,26,6
7.2,0.22,0.28,7.2,0.06,41,6
6,0.22,0.28,1.1,0.034,47,6
6,0.2,0.26,1.1,0.033,38,6
7.6,0.2,0.26,4.8,0.033,26,7
6.2,0.3,0.21,1.1,0.032,31,6
6,0.29,0.25,1.4,0.033,30,6
6.6,0.18,0.28,1.7,0.041,53,6
7,0.22,0.28,10.6,0.039,32,7
6,0.29,0.25,1.4,0.033,30,6
6.2,0.3,0.21,1.1,0.032,31,6
5.6,0.15,0.26,5.55,0.051,51,6
6.9,0.28,0.24,2.1,0.034,49,7
5.9,0.19,0.21,1.7,0.045,57,5
7.8,0.22,0.26,9,0.047,38,6
6.6,0.18,0.28,1.7,0.041,53,6
7,0.4,0.25,1.8,0.05,51,6
6.1,0.28,0.27,4.7,0.03,56,8
7.6,0.36,0.49,11.3,0.046,87,5
6.5,0.28,0.34,3.6,0.04,29,7
6.9,0.19,0.35,6.9,0.045,51,7
6.5,0.28,0.34,3.6,0.04,29,7
6.4,0.22,0.32,4.9,0.046,50,6
6.8,0.23,0.3,6.95,0.044,42,6
6.4,0.32,0.31,1.9,0.037,34,6
6.1,0.28,0.27,4.7,0.03,56,8
7.6,0.36,0.49,11.3,0.046,87,5
8.8,0.39,0.35,1.8,0.096,22,6
6.6,0.24,0.3,11.3,0.026,11,7
6.9,0.29,0.3,8.2,0.026,35,6
6.9,0.28,0.3,8.3,0.026,37,8
6.7,0.38,0.26,9.55,0.036,35,6
8,0.28,0.3,8.4,0.03,35,6
6.5,0.25,0.45,7.8,0.048,52,5
6.6,0.26,0.46,7.8,0.047,48,5
7.4,0.29,0.28,10.2,0.032,43,6
6.3,0.19,0.29,5.5,0.042,44,6
6.1,0.33,0.32,7.8,0.052,52,5
5.6,0.32,0.33,7.4,0.037,25,6
7.7,0.46,0.18,3.3,0.054,18,6
8.8,0.19,0.3,5,0.028,34,5
7.7,0.46,0.18,3.3,0.054,18,6
8.8,0.27,0.25,5,0.024,52,5
5.8,0.18,0.28,1.3,0.034,9,6
5.8,0.15,0.32,1.2,0.037,14,6
5.6,0.32,0.33,7.4,0.037,25,6
6.1,0.33,0.32,7.8,0.052,52,5
7.1,0.32,0.3,9.9,0.041,63,6
6.2,0.23,0.35,0.7,0.051,24,3
8.9,0.3,0.35,4.6,0.032,32,7
6,0.14,0.17,5.6,0.036,37,6
6.8,0.24,0.29,9.5,0.042,56,6
6.7,0.21,0.48,14.8,0.05,31,6
8.9,0.3,0.35,4.6,0.032,32,7
6.1,0.3,0.3,2.1,0.031,50,7
7.2,0.37,0.4,11.6,0.032,34,6
6.7,0.64,0.3,1.2,0.03,18,4
7.2,0.37,0.4,11.6,0.032,34,6
6.1,0.3,0.3,2.1,0.031,50,7
7.6,0.28,0.49,20.15,0.06,30,5
6.3,0.29,0.28,4.7,0.059,28,8
6.2,0.28,0.28,4.3,0.026,22,8
7.1,0.18,0.39,14.5,0.051,48,5
6.4,0.32,0.27,4.9,0.034,18,6
7.1,0.17,0.4,14.55,0.047,47,6
7.1,0.17,0.4,14.55,0.047,47,6
5.8,0.24,0.26,10.05,0.039,63,6
6.4,0.32,0.27,4.9,0.034,18,6
7.1,0.18,0.39,14.5,0.051,48,5
7.1,0.17,0.4,14.55,0.047,47,6
7.1,0.18,0.39,15.25,0.047,45,6
7.8,0.29,0.29,3.15,0.044,41,5
6.2,0.255,0.27,1.3,0.037,30,7
8.2,0.34,0.29,5.2,0.076,19,6
6.5,0.24,0.28,1.1,0.034,26,6
6.9,0.24,0.23,7.1,0.041,20,6
6.7,0.4,0.22,8.8,0.052,24,5
6.7,0.3,0.44,18.5,0.057,65,5
6.7,0.4,0.22,8.8,0.052,24,5
6.8,0.17,0.32,1.4,0.04,35,5
7.1,0.25,0.28,1.2,0.04,31,5
5.9,0.27,0.27,5,0.035,14,7
6,0.16,0.22,1.6,0.042,36,6
6.7,0.3,0.44,18.75,0.057,65,5
6.6,0.15,0.32,6,0.033,59,8
7.3,0.34,0.3,9.4,0.057,34,6
6,0.17,0.29,9.7,0.044,33,6
6.7,0.47,0.29,4.75,0.034,29,7
6.6,0.15,0.32,6,0.033,59,8
6.6,0.21,0.29,5.35,0.029,43,7
6.6,0.21,0.29,5.35,0.029,43,7
8,0.24,0.48,6.8,0.047,13,5
5.6,0.34,0.3,6.9,0.038,23,6
5.8,0.54,0,1.4,0.033,40,5
7.3,0.23,0.24,0.9,0.031,29,6
6,0.39,0.13,1.2,0.042,60,5
6.1,0.105,0.31,1.3,0.037,55,7
5.8,0.32,0.2,2.6,0.027,17,7
7.6,0.22,0.28,12,0.056,68,6
6.8,0.19,0.4,9.85,0.055,41,6
6.7,0.24,0.3,3.85,0.042,105,8
6.8,0.17,0.34,2,0.04,38,6
6.2,0.3,0.31,1.6,0.035,40,7
6.9,0.29,0.41,7.8,0.046,52,5
6.8,0.19,0.34,1.9,0.04,41,6
6.8,0.17,0.34,2,0.04,38,6
6.6,0.24,0.27,10.3,0.047,54,5
6.6,0.16,0.36,1.1,0.031,27,8
7.6,0.22,0.28,12,0.056,68,6
6.7,0.24,0.3,3.85,0.042,105,8
6.8,0.19,0.4,9.85,0.055,41,6
6.7,0.16,0.36,2,0.045,24,6
6.5,0.3,0.27,4,0.038,37,8
6.5,0.22,0.19,1.1,0.064,36,6
6.2,0.36,0.45,10.4,0.06,22,6
6.2,0.37,0.24,6.1,0.032,19,8
7.6,0.31,0.24,1.8,0.037,39,7
6.2,0.36,0.45,10.4,0.06,22,6
5.9,0.32,0.28,4.7,0.039,34,7
6.5,0.3,0.27,4,0.038,37,8
5.8,0.22,0.3,1.1,0.047,36,5
5.4,0.45,0.27,6.4,0.033,20,8
6.1,0.36,0.26,8.15,0.035,14,7
6.2,0.37,0.24,6.1,0.032,19,8
7.5,0.21,0.32,4.8,0.056,39,7
6.9,0.28,0.33,1.2,0.039,16,6
6.5,0.22,0.19,1.1,0.064,36,6
7.8,0.2,0.2,1.4,0.036,25,6
6.7,0.28,0.31,7.4,0.041,7,8
7.6,0.31,0.24,1.8,0.037,39,7
8,0.2,0.44,1,0.057,24,6
6,0.28,0.27,15.5,0.036,31,7
6,0.28,0.27,15.5,0.036,31,7
6.7,0.24,0.36,8.4,0.042,42,6
6.3,0.22,0.28,2.4,0.042,38,7
6,0.24,0.28,3.95,0.038,61,7
7.7,0.43,1,19.95,0.032,42,6
6.4,0.3,0.36,2,0.052,18,6
6.1,0.33,0.3,3,0.036,30,7
6,0.28,0.27,15.5,0.036,31,7
6.7,0.24,0.36,8.4,0.042,42,6
6.7,0.29,0.45,14.3,0.054,30,5
6.9,0.33,0.31,4.2,0.04,21,7
6.5,0.16,0.34,1.4,0.029,29,7
6,0.2,0.32,3,0.031,26,7
7.5,0.33,0.28,4.9,0.042,21,6
7.1,0.36,0.28,2.4,0.036,35,7
6.7,0.29,0.45,14.3,0.054,30,5
6.4,0.26,0.25,10.7,0.046,66,6
7,0.22,0.24,11,0.041,75,6
6.5,0.19,0.28,1.4,0.046,22,7
6.3,0.21,0.31,1.2,0.043,30,6
7.9,0.35,0.28,12.9,0.032,13,6
7.7,0.38,0.23,10.8,0.03,28,6
6.8,0.19,0.33,1.3,0.031,22,7
7.2,0.33,0.34,2,0.044,61,7
6.6,0.29,0.29,1.8,0.036,38,7
7.5,0.2,0.41,1.2,0.05,26,5
6.9,0.33,0.62,7.5,0.038,46,7
6,0.23,0.15,9.7,0.048,101,5
5.9,0.23,0.24,3.8,0.038,61,7
6.6,0.32,0.41,7.2,0.048,55,5
6,0.23,0.15,9.7,0.048,101,5
5.3,0.36,0.27,6.3,0.028,40,6
5.3,0.36,0.27,6.3,0.028,40,6
8.9,0.27,0.28,0.8,0.024,29,6
7.6,0.23,0.29,8.6,0.053,65,6
6.9,0.75,0.13,6.3,0.036,19,4
7.1,0.35,0.27,3.1,0.034,28,7
7.2,0.31,0.35,7.2,0.046,45,5
6.4,0.28,0.44,7.1,0.048,49,5
7.2,0.23,0.46,6.4,0.036,17,6
6.6,0.22,0.3,14.7,0.045,50,6
7.2,0.31,0.35,7.2,0.046,45,5
6.4,0.28,0.44,7.1,0.048,49,5
7.2,0.24,0.28,1.9,0.032,30,6
6.2,0.27,0.47,1.2,0.146,28,5
6.5,0.28,0.25,4.8,0.029,54,7
7.2,0.27,0.31,1.2,0.031,27,6
7.8,0.28,0.25,3.4,0.024,27,6
8.1,0.26,0.27,4.3,0.03,43,6
6.6,0.23,0.37,8.5,0.036,46,6
